Enlem;Boylam;Z_Anomali(m)
41.05057671;29.67340778;"=""-20.70"""
41.05057671;29.67376516;"=""-22.18"""
41.05057671;29.67412255;"=""-23.53"""
41.05057671;29.67447993;"=""-24.73"""
41.05057671;29.67483732;"=""-25.77"""
41.05057671;29.67519471;"=""-26.62"""
41.05057671;29.67555209;"=""-27.27"""
41.05057671;29.67590948;"=""-27.76"""
41.05057671;29.67626686;"=""-28.15"""
41.05057671;29.67662425;"=""-28.47"""
41.05057671;29.67698163;"=""-28.71"""
41.05057671;29.67733902;"=""-28.85"""
41.05057671;29.67769641;"=""-28.92"""
41.05057671;29.67805379;"=""-28.95"""
41.05057671;29.67841118;"=""-28.94"""
41.05057671;29.67876856;"=""-28.88"""
41.05057671;29.67912595;"=""-28.77"""
41.05057671;29.67948333;"=""-28.68"""
41.05030721;29.65410896;"=""25.57"""
41.05030721;29.65446634;"=""24.96"""
41.05030721;29.65482373;"=""23.97"""
41.05030721;29.65518111;"=""22.92"""
41.05030721;29.65553850;"=""22.02"""
41.05030721;29.65589588;"=""21.27"""
41.05030721;29.65625327;"=""20.54"""
41.05030721;29.65661066;"=""19.73"""
41.05030721;29.65696804;"=""18.75"""
41.05030721;29.65732543;"=""17.60"""
41.05030721;29.65768281;"=""16.30"""
41.05030721;29.65804020;"=""14.94"""
41.05030721;29.65839758;"=""13.64"""
41.05030721;29.65875497;"=""12.51"""
41.05030721;29.65911235;"=""11.65"""
41.05030721;29.65946974;"=""11.09"""
41.05030721;29.65982713;"=""10.80"""
41.05030721;29.66018451;"=""10.67"""
41.05030721;29.66054190;"=""10.56"""
41.05030721;29.66089928;"=""10.36"""
41.05030721;29.66125667;"=""9.98"""
41.05030721;29.66161405;"=""9.44"""
41.05030721;29.66197144;"=""8.78"""
41.05030721;29.66232882;"=""8.01"""
41.05030721;29.66268621;"=""7.08"""
41.05030721;29.66304360;"=""5.87"""
41.05030721;29.66340098;"=""4.32"""
41.05030721;29.66375837;"=""2.50"""
41.05030721;29.66411575;"=""0.54"""
41.05030721;29.66447314;"=""-1.41"""
41.05030721;29.66483052;"=""-3.27"""
41.05030721;29.66518791;"=""-5.05"""
41.05030721;29.66554530;"=""-6.75"""
41.05030721;29.66590268;"=""-8.37"""
41.05030721;29.66626007;"=""-9.88"""
41.05030721;29.66661745;"=""-11.21"""
41.05030721;29.66697484;"=""-12.29"""
41.05030721;29.66733222;"=""-13.08"""
41.05030721;29.66768961;"=""-13.62"""
41.05030721;29.66804699;"=""-13.99"""
41.05030721;29.66840438;"=""-14.26"""
41.05030721;29.66876177;"=""-14.48"""
41.05030721;29.66911915;"=""-14.65"""
41.05030721;29.66947654;"=""-14.75"""
41.05030721;29.66983392;"=""-14.74"""
41.05030721;29.67019131;"=""-14.64"""
41.05030721;29.67054869;"=""-14.52"""
41.05030721;29.67090608;"=""-14.50"""
41.05030721;29.67126346;"=""-14.74"""
41.05030721;29.67162085;"=""-15.33"""
41.05030721;29.67197824;"=""-16.28"""
41.05030721;29.67233562;"=""-17.49"""
41.05030721;29.67269301;"=""-18.85"""
41.05030721;29.67305039;"=""-20.24"""
41.05030721;29.67340778;"=""-21.63"""
41.05030721;29.67376516;"=""-22.97"""
41.05030721;29.67412255;"=""-24.24"""
41.05030721;29.67447993;"=""-25.39"""
41.05030721;29.67483732;"=""-26.36"""
41.05030721;29.67519471;"=""-27.13"""
41.05030721;29.67555209;"=""-27.68"""
41.05030721;29.67590948;"=""-28.06"""
41.05030721;29.67626686;"=""-28.31"""
41.05030721;29.67662425;"=""-28.46"""
41.05030721;29.67698163;"=""-28.50"""
41.05030721;29.67733902;"=""-28.42"""
41.05030721;29.67769641;"=""-28.25"""
41.05030721;29.67805379;"=""-28.07"""
41.05030721;29.67841118;"=""-27.94"""
41.05030721;29.67876856;"=""-27.85"""
41.05030721;29.67912595;"=""-27.75"""
41.05030721;29.67948333;"=""-27.68"""
41.05003772;29.65410896;"=""22.58"""
41.05003772;29.65446634;"=""22.02"""
41.05003772;29.65482373;"=""21.15"""
41.05003772;29.65518111;"=""20.26"""
41.05003772;29.65553850;"=""19.55"""
41.05003772;29.65589588;"=""19.03"""
41.05003772;29.65625327;"=""18.56"""
41.05003772;29.65661066;"=""18.02"""
41.05003772;29.65696804;"=""17.27"""
41.05003772;29.65732543;"=""16.28"""
41.05003772;29.65768281;"=""15.05"""
41.05003772;29.65804020;"=""13.68"""
41.05003772;29.65839758;"=""12.28"""
41.05003772;29.65875497;"=""10.98"""
41.05003772;29.65911235;"=""9.89"""
41.05003772;29.65946974;"=""9.05"""
41.05003772;29.65982713;"=""8.45"""
41.05003772;29.66018451;"=""7.98"""
41.05003772;29.66054190;"=""7.52"""
41.05003772;29.66089928;"=""6.99"""
41.05003772;29.66125667;"=""6.36"""
41.05003772;29.66161405;"=""5.63"""
41.05003772;29.66197144;"=""4.85"""
41.05003772;29.66232882;"=""4.04"""
41.05003772;29.66268621;"=""3.14"""
41.05003772;29.66304360;"=""2.04"""
41.05003772;29.66340098;"=""0.66"""
41.05003772;29.66375837;"=""-0.96"""
41.05003772;29.66411575;"=""-2.72"""
41.05003772;29.66447314;"=""-4.47"""
41.05003772;29.66483052;"=""-6.16"""
41.05003772;29.66518791;"=""-7.79"""
41.05003772;29.66554530;"=""-9.35"""
41.05003772;29.66590268;"=""-10.84"""
41.05003772;29.66626007;"=""-12.24"""
41.05003772;29.66661745;"=""-13.48"""
41.05003772;29.66697484;"=""-14.50"""
41.05003772;29.66733222;"=""-15.26"""
41.05003772;29.66768961;"=""-15.79"""
41.05003772;29.66804699;"=""-16.18"""
41.05003772;29.66840438;"=""-16.47"""
41.05003772;29.66876177;"=""-16.69"""
41.05003772;29.66911915;"=""-16.84"""
41.05003772;29.66947654;"=""-16.91"""
41.05003772;29.66983392;"=""-16.91"""
41.05003772;29.67019131;"=""-16.87"""
41.05003772;29.67054869;"=""-16.82"""
41.05003772;29.67090608;"=""-16.87"""
41.05003772;29.67126346;"=""-17.11"""
41.05003772;29.67162085;"=""-17.62"""
41.05003772;29.67197824;"=""-18.39"""
41.05003772;29.67233562;"=""-19.36"""
41.05003772;29.67269301;"=""-20.44"""
41.05003772;29.67305039;"=""-21.58"""
41.05003772;29.67340778;"=""-22.74"""
41.05003772;29.67376516;"=""-23.89"""
41.05003772;29.67412255;"=""-24.98"""
41.05003772;29.67447993;"=""-25.94"""
41.05003772;29.67483732;"=""-26.73"""
41.05003772;29.67519471;"=""-27.32"""
41.05003772;29.67555209;"=""-27.71"""
41.05003772;29.67590948;"=""-27.95"""
41.05003772;29.67626686;"=""-28.09"""
41.05003772;29.67662425;"=""-28.10"""
41.05003772;29.67698163;"=""-27.98"""
41.05003772;29.67733902;"=""-27.70"""
41.05003772;29.67769641;"=""-27.34"""
41.05003772;29.67805379;"=""-27.03"""
41.05003772;29.67841118;"=""-26.83"""
41.05003772;29.67876856;"=""-26.75"""
41.05003772;29.67912595;"=""-26.70"""
41.05003772;29.67948333;"=""-26.67"""
41.04976823;29.65410896;"=""19.45"""
41.04976823;29.65446634;"=""18.92"""
41.04976823;29.65482373;"=""18.10"""
41.04976823;29.65518111;"=""17.29"""
41.04976823;29.65553850;"=""16.70"""
41.04976823;29.65589588;"=""16.38"""
41.04976823;29.65625327;"=""16.19"""
41.04976823;29.65661066;"=""15.96"""
41.04976823;29.65696804;"=""15.51"""
41.04976823;29.65732543;"=""14.74"""
41.04976823;29.65768281;"=""13.65"""
41.04976823;29.65804020;"=""12.32"""
41.04976823;29.65839758;"=""10.86"""
41.04976823;29.65875497;"=""9.42"""
41.04976823;29.65911235;"=""8.12"""
41.04976823;29.65946974;"=""7.03"""
41.04976823;29.65982713;"=""6.13"""
41.04976823;29.66018451;"=""5.35"""
41.04976823;29.66054190;"=""4.60"""
41.04976823;29.66089928;"=""3.81"""
41.04976823;29.66125667;"=""2.97"""
41.04976823;29.66161405;"=""2.10"""
41.04976823;29.66197144;"=""1.24"""
41.04976823;29.66232882;"=""0.40"""
41.04976823;29.66268621;"=""-0.46"""
41.04976823;29.66304360;"=""-1.45"""
41.04976823;29.66340098;"=""-2.66"""
41.04976823;29.66375837;"=""-4.08"""
41.04976823;29.66411575;"=""-5.61"""
41.04976823;29.66447314;"=""-7.14"""
41.04976823;29.66483052;"=""-8.62"""
41.04976823;29.66518791;"=""-10.05"""
41.04976823;29.66554530;"=""-11.44"""
41.04976823;29.66590268;"=""-12.80"""
41.04976823;29.66626007;"=""-14.09"""
41.04976823;29.66661745;"=""-15.24"""
41.04976823;29.66697484;"=""-16.19"""
41.04976823;29.66733222;"=""-16.92"""
41.04976823;29.66768961;"=""-17.45"""
41.04976823;29.66804699;"=""-17.86"""
41.04976823;29.66840438;"=""-18.18"""
41.04976823;29.66876177;"=""-18.44"""
41.04976823;29.66911915;"=""-18.62"""
41.04976823;29.66947654;"=""-18.73"""
41.04976823;29.66983392;"=""-18.79"""
41.04976823;29.67019131;"=""-18.83"""
41.04976823;29.67054869;"=""-18.88"""
41.04976823;29.67090608;"=""-19.00"""
41.04976823;29.67126346;"=""-19.27"""
41.04976823;29.67162085;"=""-19.72"""
41.04976823;29.67197824;"=""-20.35"""
41.04976823;29.67233562;"=""-21.12"""
41.04976823;29.67269301;"=""-21.98"""
41.04976823;29.67305039;"=""-22.89"""
41.04976823;29.67340778;"=""-23.83"""
41.04976823;29.67376516;"=""-24.76"""
41.04976823;29.67412255;"=""-25.62"""
41.04976823;29.67447993;"=""-26.35"""
41.04976823;29.67483732;"=""-26.89"""
41.04976823;29.67519471;"=""-27.24"""
41.04976823;29.67555209;"=""-27.44"""
41.04976823;29.67590948;"=""-27.53"""
41.04976823;29.67626686;"=""-27.53"""
41.04976823;29.67662425;"=""-27.42"""
41.04976823;29.67698163;"=""-27.14"""
41.04976823;29.67733902;"=""-26.71"""
41.04976823;29.67769641;"=""-26.22"""
41.04976823;29.67805379;"=""-25.83"""
41.04976823;29.67841118;"=""-25.63"""
41.04976823;29.67876856;"=""-25.59"""
41.04976823;29.67912595;"=""-25.61"""
41.04976823;29.67948333;"=""-25.62"""
41.04949873;29.65410896;"=""16.39"""
41.04949873;29.65446634;"=""15.86"""
41.04949873;29.65482373;"=""15.04"""
41.04949873;29.65518111;"=""14.23"""
41.04949873;29.65553850;"=""13.70"""
41.04949873;29.65589588;"=""13.51"""
41.04949873;29.65625327;"=""13.58"""
41.04949873;29.65661066;"=""13.68"""
41.04949873;29.65696804;"=""13.58"""
41.04949873;29.65732543;"=""13.11"""
41.04949873;29.65768281;"=""12.23"""
41.04949873;29.65804020;"=""11.01"""
41.04949873;29.65839758;"=""9.56"""
41.04949873;29.65875497;"=""8.05"""
41.04949873;29.65911235;"=""6.60"""
41.04949873;29.65946974;"=""5.29"""
41.04949873;29.65982713;"=""4.15"""
41.04949873;29.66018451;"=""3.13"""
41.04949873;29.66054190;"=""2.15"""
41.04949873;29.66089928;"=""1.18"""
41.04949873;29.66125667;"=""0.19"""
41.04949873;29.66161405;"=""-0.78"""
41.04949873;29.66197144;"=""-1.69"""
41.04949873;29.66232882;"=""-2.54"""
41.04949873;29.66268621;"=""-3.37"""
41.04949873;29.66304360;"=""-4.28"""
41.04949873;29.66340098;"=""-5.35"""
41.04949873;29.66375837;"=""-6.61"""
41.04949873;29.66411575;"=""-7.96"""
41.04949873;29.66447314;"=""-9.31"""
41.04949873;29.66483052;"=""-10.59"""
41.04949873;29.66518791;"=""-11.83"""
41.04949873;29.66554530;"=""-13.06"""
41.04949873;29.66590268;"=""-14.29"""
41.04949873;29.66626007;"=""-15.47"""
41.04949873;29.66661745;"=""-16.52"""
41.04949873;29.66697484;"=""-17.37"""
41.04949873;29.66733222;"=""-18.01"""
41.04949873;29.66768961;"=""-18.47"""
41.04949873;29.66804699;"=""-18.85"""
41.04949873;29.66840438;"=""-19.20"""
41.04949873;29.66876177;"=""-19.52"""
41.04949873;29.66911915;"=""-19.80"""
41.04949873;29.66947654;"=""-20.01"""
41.04949873;29.66983392;"=""-20.17"""
41.04949873;29.67019131;"=""-20.30"""
41.04949873;29.67054869;"=""-20.44"""
41.04949873;29.67090608;"=""-20.64"""
41.04949873;29.67126346;"=""-20.95"""
41.04949873;29.67162085;"=""-21.38"""
41.04949873;29.67197824;"=""-21.93"""
41.04949873;29.67233562;"=""-22.56"""
41.04949873;29.67269301;"=""-23.25"""
41.04949873;29.67305039;"=""-23.96"""
41.04949873;29.67340778;"=""-24.70"""
41.04949873;29.67376516;"=""-25.41"""
41.04949873;29.67412255;"=""-26.04"""
41.04949873;29.67447993;"=""-26.52"""
41.04949873;29.67483732;"=""-26.81"""
41.04949873;29.67519471;"=""-26.93"""
41.04949873;29.67555209;"=""-26.92"""
41.04949873;29.67590948;"=""-26.85"""
41.04949873;29.67626686;"=""-26.70"""
41.04949873;29.67662425;"=""-26.45"""
41.04949873;29.67698163;"=""-26.05"""
41.04949873;29.67733902;"=""-25.52"""
41.04949873;29.67769641;"=""-24.96"""
41.04949873;29.67805379;"=""-24.55"""
41.04949873;29.67841118;"=""-24.36"""
41.04949873;29.67876856;"=""-24.36"""
41.04949873;29.67912595;"=""-24.41"""
41.04949873;29.67948333;"=""-24.45"""
41.04922924;29.65410896;"=""13.57"""
41.04922924;29.65446634;"=""13.03"""
41.04922924;29.65482373;"=""12.18"""
41.04922924;29.65518111;"=""11.34"""
41.04922924;29.65553850;"=""10.80"""
41.04922924;29.65589588;"=""10.69"""
41.04922924;29.65625327;"=""10.93"""
41.04922924;29.65661066;"=""11.32"""
41.04922924;29.65696804;"=""11.56"""
41.04922924;29.65732543;"=""11.43"""
41.04922924;29.65768281;"=""10.82"""
41.04922924;29.65804020;"=""9.79"""
41.04922924;29.65839758;"=""8.44"""
41.04922924;29.65875497;"=""6.94"""
41.04922924;29.65911235;"=""5.40"""
41.04922924;29.65946974;"=""3.95"""
41.04922924;29.65982713;"=""2.63"""
41.04922924;29.66018451;"=""1.43"""
41.04922924;29.66054190;"=""0.31"""
41.04922924;29.66089928;"=""-0.78"""
41.04922924;29.66125667;"=""-1.86"""
41.04922924;29.66161405;"=""-2.90"""
41.04922924;29.66197144;"=""-3.87"""
41.04922924;29.66232882;"=""-4.75"""
41.04922924;29.66268621;"=""-5.56"""
41.04922924;29.66304360;"=""-6.40"""
41.04922924;29.66340098;"=""-7.38"""
41.04922924;29.66375837;"=""-8.51"""
41.04922924;29.66411575;"=""-9.73"""
41.04922924;29.66447314;"=""-10.94"""
41.04922924;29.66483052;"=""-12.08"""
41.04922924;29.66518791;"=""-13.18"""
41.04922924;29.66554530;"=""-14.28"""
41.04922924;29.66590268;"=""-15.40"""
41.04922924;29.66626007;"=""-16.47"""
41.04922924;29.66661745;"=""-17.38"""
41.04922924;29.66697484;"=""-18.07"""
41.04922924;29.66733222;"=""-18.52"""
41.04922924;29.66768961;"=""-18.83"""
41.04922924;29.66804699;"=""-19.12"""
41.04922924;29.66840438;"=""-19.46"""
41.04922924;29.66876177;"=""-19.86"""
41.04922924;29.66911915;"=""-20.27"""
41.04922924;29.66947654;"=""-20.62"""
41.04922924;29.66983392;"=""-20.90"""
41.04922924;29.67019131;"=""-21.13"""
41.04922924;29.67054869;"=""-21.36"""
41.04922924;29.67090608;"=""-21.65"""
41.04922924;29.67126346;"=""-22.03"""
41.04922924;29.67162085;"=""-22.50"""
41.04922924;29.67197824;"=""-23.02"""
41.04922924;29.67233562;"=""-23.57"""
41.04922924;29.67269301;"=""-24.11"""
41.04922924;29.67305039;"=""-24.66"""
41.04922924;29.67340778;"=""-25.21"""
41.04922924;29.67376516;"=""-25.72"""
41.04922924;29.67412255;"=""-26.13"""
41.04922924;29.67447993;"=""-26.38"""
41.04922924;29.67483732;"=""-26.45"""
41.04922924;29.67519471;"=""-26.36"""
41.04922924;29.67555209;"=""-26.18"""
41.04922924;29.67590948;"=""-25.96"""
41.04922924;29.67626686;"=""-25.68"""
41.04922924;29.67662425;"=""-25.32"""
41.04922924;29.67698163;"=""-24.83"""
41.04922924;29.67733902;"=""-24.24"""
41.04922924;29.67769641;"=""-23.66"""
41.04922924;29.67805379;"=""-23.24"""
41.04922924;29.67841118;"=""-23.04"""
41.04922924;29.67876856;"=""-23.01"""
41.04922924;29.67912595;"=""-23.04"""
41.04922924;29.67948333;"=""-23.06"""
41.04895975;29.65410896;"=""11.07"""
41.04895975;29.65446634;"=""10.54"""
41.04895975;29.65482373;"=""9.68"""
41.04895975;29.65518111;"=""8.81"""
41.04895975;29.65553850;"=""8.24"""
41.04895975;29.65589588;"=""8.12"""
41.04895975;29.65625327;"=""8.45"""
41.04895975;29.65661066;"=""9.03"""
41.04895975;29.65696804;"=""9.53"""
41.04895975;29.65732543;"=""9.71"""
41.04895975;29.65768281;"=""9.40"""
41.04895975;29.65804020;"=""8.60"""
41.04895975;29.65839758;"=""7.42"""
41.04895975;29.65875497;"=""6.00"""
41.04895975;29.65911235;"=""4.48"""
41.04895975;29.65946974;"=""2.97"""
41.04895975;29.65982713;"=""1.56"""
41.04895975;29.66018451;"=""0.26"""
41.04895975;29.66054190;"=""-0.93"""
41.04895975;29.66089928;"=""-2.08"""
41.04895975;29.66125667;"=""-3.21"""
41.04895975;29.66161405;"=""-4.31"""
41.04895975;29.66197144;"=""-5.35"""
41.04895975;29.66232882;"=""-6.26"""
41.04895975;29.66268621;"=""-7.08"""
41.04895975;29.66304360;"=""-7.88"""
41.04895975;29.66340098;"=""-8.77"""
41.04895975;29.66375837;"=""-9.80"""
41.04895975;29.66411575;"=""-10.92"""
41.04895975;29.66447314;"=""-12.02"""
41.04895975;29.66483052;"=""-13.06"""
41.04895975;29.66518791;"=""-14.07"""
41.04895975;29.66554530;"=""-15.10"""
41.04895975;29.66590268;"=""-16.14"""
41.04895975;29.66626007;"=""-17.09"""
41.04895975;29.66661745;"=""-17.83"""
41.04895975;29.66697484;"=""-18.29"""
41.04895975;29.66733222;"=""-18.50"""
41.04895975;29.66768961;"=""-18.61"""
41.04895975;29.66804699;"=""-18.77"""
41.04895975;29.66840438;"=""-19.09"""
41.04895975;29.66876177;"=""-19.55"""
41.04895975;29.66911915;"=""-20.08"""
41.04895975;29.66947654;"=""-20.58"""
41.04895975;29.66983392;"=""-20.98"""
41.04895975;29.67019131;"=""-21.33"""
41.04895975;29.67054869;"=""-21.67"""
41.04895975;29.67090608;"=""-22.07"""
41.04895975;29.67126346;"=""-22.55"""
41.04895975;29.67162085;"=""-23.08"""
41.04895975;29.67197824;"=""-23.61"""
41.04895975;29.67233562;"=""-24.09"""
41.04895975;29.67269301;"=""-24.52"""
41.04895975;29.67305039;"=""-24.92"""
41.04895975;29.67340778;"=""-25.29"""
41.04895975;29.67376516;"=""-25.61"""
41.04895975;29.67412255;"=""-25.82"""
41.04895975;29.67447993;"=""-25.87"""
41.04895975;29.67483732;"=""-25.76"""
41.04895975;29.67519471;"=""-25.53"""
41.04895975;29.67555209;"=""-25.22"""
41.04895975;29.67590948;"=""-24.90"""
41.04895975;29.67626686;"=""-24.55"""
41.04895975;29.67662425;"=""-24.13"""
41.04895975;29.67698163;"=""-23.60"""
41.04895975;29.67733902;"=""-23.00"""
41.04895975;29.67769641;"=""-22.40"""
41.04895975;29.67805379;"=""-21.93"""
41.04895975;29.67841118;"=""-21.64"""
41.04895975;29.67876856;"=""-21.48"""
41.04895975;29.67912595;"=""-21.40"""
41.04895975;29.67948333;"=""-21.35"""
41.04869025;29.65410896;"=""8.94"""
41.04869025;29.65446634;"=""8.44"""
41.04869025;29.65482373;"=""7.62"""
41.04869025;29.65518111;"=""6.75"""
41.04869025;29.65553850;"=""6.14"""
41.04869025;29.65589588;"=""5.98"""
41.04869025;29.65625327;"=""6.30"""
41.04869025;29.65661066;"=""6.92"""
41.04869025;29.65696804;"=""7.57"""
41.04869025;29.65732543;"=""7.95"""
41.04869025;29.65768281;"=""7.89"""
41.04869025;29.65804020;"=""7.33"""
41.04869025;29.65839758;"=""6.36"""
41.04869025;29.65875497;"=""5.09"""
41.04869025;29.65911235;"=""3.65"""
41.04869025;29.65946974;"=""2.19"""
41.04869025;29.65982713;"=""0.78"""
41.04869025;29.66018451;"=""-0.51"""
41.04869025;29.66054190;"=""-1.69"""
41.04869025;29.66089928;"=""-2.82"""
41.04869025;29.66125667;"=""-3.96"""
41.04869025;29.66161405;"=""-5.10"""
41.04869025;29.66197144;"=""-6.20"""
41.04869025;29.66232882;"=""-7.17"""
41.04869025;29.66268621;"=""-8.00"""
41.04869025;29.66304360;"=""-8.77"""
41.04869025;29.66340098;"=""-9.58"""
41.04869025;29.66375837;"=""-10.50"""
41.04869025;29.66411575;"=""-11.50"""
41.04869025;29.66447314;"=""-12.50"""
41.04869025;29.66483052;"=""-13.47"""
41.04869025;29.66518791;"=""-14.43"""
41.04869025;29.66554530;"=""-15.43"""
41.04869025;29.66590268;"=""-16.40"""
41.04869025;29.66626007;"=""-17.24"""
41.04869025;29.66661745;"=""-17.80"""
41.04869025;29.66697484;"=""-18.05"""
41.04869025;29.66733222;"=""-18.06"""
41.04869025;29.66768961;"=""-17.99"""
41.04869025;29.66804699;"=""-18.04"""
41.04869025;29.66840438;"=""-18.34"""
41.04869025;29.66876177;"=""-18.86"""
41.04869025;29.66911915;"=""-19.49"""
41.04869025;29.66947654;"=""-20.12"""
41.04869025;29.66983392;"=""-20.65"""
41.04869025;29.67019131;"=""-21.12"""
41.04869025;29.67054869;"=""-21.58"""
41.04869025;29.67090608;"=""-22.10"""
41.04869025;29.67126346;"=""-22.68"""
41.04869025;29.67162085;"=""-23.25"""
41.04869025;29.67197824;"=""-23.75"""
41.04869025;29.67233562;"=""-24.14"""
41.04869025;29.67269301;"=""-24.45"""
41.04869025;29.67305039;"=""-24.71"""
41.04869025;29.67340778;"=""-24.93"""
41.04869025;29.67376516;"=""-25.09"""
41.04869025;29.67412255;"=""-25.12"""
41.04869025;29.67447993;"=""-25.00"""
41.04869025;29.67483732;"=""-24.74"""
41.04869025;29.67519471;"=""-24.40"""
41.04869025;29.67555209;"=""-24.04"""
41.04869025;29.67590948;"=""-23.68"""
41.04869025;29.67626686;"=""-23.32"""
41.04869025;29.67662425;"=""-22.91"""
41.04869025;29.67698163;"=""-22.40"""
41.04869025;29.67733902;"=""-21.81"""
41.04869025;29.67769641;"=""-21.18"""
41.04869025;29.67805379;"=""-20.60"""
41.04869025;29.67841118;"=""-20.12"""
41.04869025;29.67876856;"=""-19.75"""
41.04869025;29.67912595;"=""-19.47"""
41.04869025;29.67948333;"=""-19.32"""
41.04842076;29.65410896;"=""7.14"""
41.04842076;29.65446634;"=""6.71"""
41.04842076;29.65482373;"=""5.97"""
41.04842076;29.65518111;"=""5.16"""
41.04842076;29.65553850;"=""4.55"""
